QUARTER_YEAR	QUALITY_DESC	ISO2 (Declarant)	ISO2 (Partner)	Quantity (mt)	Value (€)	Price (€/t) (f)
Q4 - 2022	DC raws (centrifugal)	PT	MU	571	€ 412,808	€ 724
Q4 - 2022	DC raws (centrifugal)	RO	MU	52	€ 42,290	
Q4 - 2022	DC raws (centrifugal)	RO	SZ	499	€ 313,180	€ 620
Q4 - 2022	DC raws (centrifugal)	SE	MU	709	€ 733,314	€ 967
Q4 - 2022	DC raws (centrifugal)	SI	MU	54	€ 74,804	
Q4 - 2022	DC raws (centrifugal)	SK	MU	69	€ 61,209	
Q4 - 2022	DC raws (non-centrifugal)	DE	MU	0	€ 495	
Q4 - 2022	DC raws (non-centrifugal)	IE	MU	67	€ 61,052	
Q4 - 2022	DC raws (non-centrifugal)	IE	MW	0	€ 361	
Q4 - 2022	DC raws (non-centrifugal)	NL	MZ	1	€ 1,469	
Q4 - 2022	DC raws (non-centrifugal)	SE	UG	0	€ 243	
Q4 - 2022	Fructose	RO	EG	24	€ 16,683	
Q4 - 2022	Glucose	BE	EG	120	€ 126,504	
Q4 - 2022	Glucose	FR	DZ	2	€ 1,506	
Q4 - 2022	Glucose	FR	KE	24	€ 21,092	
Q4 - 2022	Glucose	NL	EG	25	€ 30,125	
Q4 - 2022	Glucose	RO	EG	101	€ 64,441	
Q4 - 2022	Invert sugars	ES	EG	50	€ 55,000	
Q4 - 2022	Invert sugars	FR	DZ	10	€ 4,356	
Q4 - 2022	Invert sugars	IE	SZ	12	€ 21,547	
Q4 - 2022	Invert sugars	NL	ZA	14	€ 34,782	
Q4 - 2022	Invert sugars	SE	MA	0	€ 468	
Q4 - 2022	Maltodextrine	ES	EG	25	€ 30,663	
Q4 - 2022	Maple sugar	SE	ET	0	€ 1,444	
Q4 - 2022	Raw sugar for refining	BG	ZA	4,919	€ 2,485,038	€ 505
Q4 - 2022	Raw sugar for refining	GB	ZA	32,420	€ 16,660,328	€ 514
Q4 - 2022	Raw sugar for refining	HU	ZA	10,512	€ 6,308,261	€ 600
Q4 - 2022	White sugar	BE	MA	78	€ 76,510	
Q4 - 2022	White sugar	BE	MU	1,009	€ 809,903	€ 800
Q4 - 2022	White sugar	BE	MZ	160	€ 124,941	
Q4 - 2022	White sugar	BG	MU	74	€ 48,840	
Q4 - 2022	White sugar	CY	MA	2,420	€ 1,990,299	€ 819
Q4 - 2022	White sugar	CY	MU	100	€ 90,893	
Q4 - 2022	White sugar	DE	MU	742	€ 588,250	
Q4 - 2022	White sugar	DE	MZ	521	€ 541,611	€ 1,039
Q4 - 2022	White sugar	EE	MU	20	€ 24,546	
Q4 - 2022	White sugar	ES	EG	744	€ 502,523	€ 678
Q4 - 2022	White sugar	ES	MA	8,998	€ 5,762,641	€ 637
Q4 - 2022	White sugar	ES	MU	5,902	€ 4,670,616	€ 806
Q4 - 2022	White sugar	FR	MA	283	€ 216,392	
Q4 - 2022	White sugar	FR	MU	4,557	€ 3,309,892	€ 653
Q4 - 2022	White sugar	FR	MZ	252	€ 250,716	€ 995
Q4 - 2022	White sugar	GB	MU	3,109	€ 2,344,783	€ 707
Q4 - 2022	White sugar	GB	MZ	101	€ 106,066	
Q4 - 2022	White sugar	GR	MA	188	€ 149,142	
Q4 - 2022	White sugar	GR	MU	1,933	€ 1,548,898	€ 801
Q4 - 2022	White sugar	IE	MU	0	€ 1,619	
Q4 - 2022	White sugar	IT	EG	2	€ 1,140	
Q4 - 2022	White sugar	IT	MA	4,032	€ 2,469,479	€ 592
Q4 - 2022	White sugar	IT	MU	3,312	€ 2,390,648	€ 704
Q4 - 2022	White sugar	IT	MZ	206	€ 204,159	€ 991
Q4 - 2022	White sugar	IT	UG	48	€ 42,720	
Q4 - 2022	White sugar	IT	ZA	1	€ 4,124	
Q4 - 2022	White sugar	MT	MU	173	€ 160,237	
Q4 - 2022	White sugar	NL	MZ	1,497	€ 1,576,737	€ 1,051
Q4 - 2022	White sugar	PL	MU	626	€ 500,770	€ 790
Q4 - 2022	White sugar	PT	MU	2,352	€ 2,116,902	€ 900
Q4 - 2022	White sugar	RO	EG	336	€ 184,171	€ 548
Q4 - 2022	White sugar	SE	EG	0	€ 542	
Q4 - 2022	White sugar	SI	MU	2	€ 2,742	
Q4 - 2023	Beet molasses	CY	EG	4	€ 4,290	
Q4 - 2023	Beet molasses	ES	EG	35,268	€ 6,716,656	€ 195
Q4 - 2023	Beet molasses	FR	DZ	2	€ 1,200	
Q4 - 2023	Beet molasses	GB	ZA	5	€ 21,713	
Q4 - 2023	Beet molasses	IT	EG	17,275	€ 3,538,714	€ 203
Q4 - 2023	Beet molasses	PT	EG	5,945	€ 1,447,603	
Q4 - 2023	Cane molasses	BE	EG	2	€ 3,471	
Q4 - 2023	Cane molasses	FR	DZ	3,410	€ 1,052,851	€ 156
Q4 - 2023	Cane molasses	GB	EG	1	€ 1,040	
Q4 - 2023	Cane molasses	GR	EG	1	€ 341	
Q4 - 2023	Cane molasses	IT	EG	4	€ 2,740	
Q4 - 2023	Cane molasses	NL	EG	0	€ 278	
Q4 - 2023	Caramel	FR	DZ	1	€ 979	
Q4 - 2023	Caramel	FR	SZ	0	€ 16,074	
Q4 - 2023	Caramel	FR	TN	0	€ 1,585	
Q4 - 2023	DC raws (centrifugal)	AT	MU	864	€ 850,316	€ 983
Q4 - 2023	DC raws (centrifugal)	BE	CM	1	€ 1,047	
Q4 - 2023	DC raws (centrifugal)	BE	MU	126	€ 113,400	
Q4 - 2023	DC raws (centrifugal)	BE	MW	525	€ 360,675	€ 645
Q4 - 2023	DC raws (centrifugal)	BE	SZ	4,615	€ 2,997,783	€ 648
Q4 - 2023	DC raws (centrifugal)	BG	MU	178	€ 163,546	
Q4 - 2023	DC raws (centrifugal)	BG	MZ	150	€ 118,501	
Q4 - 2023	DC raws (centrifugal)	BG	SZ	158	€ 106,080	
Q4 - 2023	DC raws (centrifugal)	BG	ZA	174	€ 133,706	
Q4 - 2023	DC raws (centrifugal)	CY	MU	1	€ 2,722	
Q4 - 2023	DC raws (centrifugal)	CZ	MU	188	€ 162,591	
Q4 - 2023	DC raws (centrifugal)	CZ	MW	390	€ 264,800	€ 787
Q4 - 2023	DC raws (centrifugal)	CZ	SZ	731	€ 581,369	€ 807
Q4 - 2023	DC raws (centrifugal)	DE	MU	4,204	€ 3,448,831	€ 829
Q4 - 2023	DC raws (centrifugal)	DE	MW	540	€ 482,205	€ 893
Q4 - 2023	DC raws (centrifugal)	DE	SZ	1,586	€ 1,219,926	€ 761
Q4 - 2023	DC raws (centrifugal)	EE	MU	20	€ 33,935	
Q4 - 2023	DC raws (centrifugal)	ES	MU	1,072	€ 954,904	€ 893
Q4 - 2023	DC raws (centrifugal)	ES	MW	42	€ 25,410	
Q4 - 2023	DC raws (centrifugal)	ES	SZ	151	€ 114,163	
Q4 - 2023	DC raws (centrifugal)	FI	MU	132	€ 129,860	
Q4 - 2023	DC raws (centrifugal)	FR	MA	0	€ 131	
Q4 - 2023	DC raws (centrifugal)	FR	MG	15	€ 40,847	
Q4 - 2023	DC raws (centrifugal)	FR	MU	619	€ 546,479	€ 892
Q4 - 2023	DC raws (centrifugal)	GB	MU	5,593	€ 4,911,520	€ 858
Q4 - 2023	DC raws (centrifugal)	GB	SZ	280	€ 191,317	€ 618
Q4 - 2023	DC raws (centrifugal)	GB	ZA	43	€ 37,765	
Q4 - 2023	DC raws (centrifugal)	GR	MU	352	€ 284,081	
Q4 - 2023	DC raws (centrifugal)	GR	SZ	817	€ 668,650	€ 818
Q4 - 2023	DC raws (centrifugal)	HR	MU	50	€ 46,250	
Q4 - 2023	DC raws (centrifugal)	HR	SZ	52	€ 45,500	
Q4 - 2023	DC raws (centrifugal)	HU	SZ	22	€ 13,365	
Q4 - 2023	DC raws (centrifugal)	IE	MU	43	€ 70,338	
Q4 - 2023	DC raws (centrifugal)	IT	MU	1,357	€ 1,123,078	€ 842
Q4 - 2023	DC raws (centrifugal)	IT	MW	462	€ 272,824	€ 591
Q4 - 2023	DC raws (centrifugal)	IT	MZ	215	€ 179,525	€ 835
Q4 - 2023	DC raws (centrifugal)	IT	SZ	1,830	€ 1,499,600	€ 812
Q4 - 2023	DC raws (centrifugal)	IT	ZA	22	€ 18,705	
Q4 - 2023	DC raws (centrifugal)	LT	MU	576	€ 428,772	€ 747
Q4 - 2023	DC raws (centrifugal)	LT	SZ	74	€ 63,924	
Q4 - 2023	DC raws (centrifugal)	LV	MU	68	€ 53,575	
Q4 - 2023	DC raws (centrifugal)	MT	MU	8	€ 15,210	
Q4 - 2023	DC raws (centrifugal)	NL	MU	44	€ 40,547	
Q4 - 2023	DC raws (centrifugal)	NL	RW	3	€ 4,312	
Q4 - 2023	DC raws (centrifugal)	NL	SZ	258	€ 202,076	
Q4 - 2023	DC raws (centrifugal)	PL	MU	1,685	€ 1,381,182	€ 820
Q4 - 2023	DC raws (centrifugal)	PL	SZ	125	€ 98,955	
Q4 - 2023	DC raws (centrifugal)	PT	MU	933	€ 890,278	€ 958
Q4 - 2023	DC raws (centrifugal)	RO	SZ	667	€ 494,431	€ 751
Q4 - 2023	DC raws (centrifugal)	SE	MU	556	€ 628,926	€ 1,117
Q4 - 2023	DC raws (centrifugal)	SI	MU	46	€ 56,751	
Q4 - 2023	DC raws (centrifugal)	SK	MU	46	€ 43,522	
Q4 - 2023	DC raws (non-centrifugal)	FR	MU	48	€ 45,044	
Q4 - 2023	DC raws (non-centrifugal)	IE	MU	103	€ 150,709	
Q4 - 2023	DC raws (non-centrifugal)	IE	MW	0	€ 365	
Q4 - 2023	DC raws (non-centrifugal)	NL	MU	3	€ 11,957	
Q4 - 2023	Fructose	GB	EG	24	€ 15,232	
Q4 - 2023	Glucose	FR	DZ	17	€ 13,070	
Q4 - 2023	Glucose	GR	EG	51	€ 24,322	
Q4 - 2023	Glucose	RO	EG	66	€ 28,648	
Q4 - 2023	Invert sugars	ES	MA	24	€ 27,774	
Q4 - 2023	Invert sugars	FR	DZ	14	€ 5,120	
Q4 - 2023	Invert sugars	IE	SZ	11	€ 19,892	
Q4 - 2023	Invert sugars	NL	MA	21	€ 31,062	
Q4 - 2023	Invert sugars	SE	MA	0	€ 442	
Q4 - 2023	Maltodextrine	ES	EG	50	€ 32,359	
Q4 - 2023	Maltose	FR	DZ	1	€ 1,191	
Q4 - 2023	Raw sugar for refining	BE	ZA	10,000	€ 7,220,000	€ 722
Q4 - 2023	Raw sugar for refining	PT	SZ	29,997	€ 20,348,184	€ 678
Q4 - 2023	White sugar	AT	MU	24	€ 21,740	
Q4 - 2023	White sugar	BE	DZ	2,498	€ 2,143,926	€ 858
Q4 - 2023	White sugar	BE	MA	58	€ 69,255	
Q4 - 2023	White sugar	BE	MU	1,872	€ 1,332,101	€ 713
Q4 - 2023	White sugar	BE	MW	147	€ 116,865	
Q4 - 2023	White sugar	CY	EG	480	€ 457,868	€ 954
Q4 - 2023	White sugar	CY	MA	660	€ 509,614	€ 807
Q4 - 2023	White sugar	CY	MU	294	€ 291,090	
Q4 - 2023	White sugar	DE	MU	185	€ 168,339	
Q4 - 2023	White sugar	DE	MZ	202	€ 224,169	
Q4 - 2023	White sugar	DK	ZA	0	€ 1,972	
Q4 - 2023	White sugar	ES	EG	2,594	€ 1,720,783	€ 682
Q4 - 2023	White sugar	ES	MA	9,922	€ 6,151,074	€ 614
Q4 - 2023	White sugar	ES	MU	8,305	€ 7,262,439	€ 882
Q4 - 2023	White sugar	ES	SZ	4,988	€ 4,716,054	€ 935
Q4 - 2023	White sugar	FR	DZ	4,207	€ 1,928,851	€ 461
Q4 - 2023	White sugar	FR	MA	66	€ 78,268	
Q4 - 2023	White sugar	FR	MU	6,063	€ 5,197,007	€ 845
Q4 - 2023	White sugar	FR	MZ	100	€ 188,513	
Q4 - 2023	White sugar	FR	SZ	100	€ 95,600	
Q4 - 2023	White sugar	FR	TZ	0	€ 174	
Q4 - 2023	White sugar	GB	MU	3,788	€ 3,246,289	€ 850
Q4 - 2023	White sugar	GB	MW	100	€ 89,237	
Q4 - 2023	White sugar	GB	ZA	3	€ 40,423	
Q4 - 2023	White sugar	GR	EG	175	€ 159,250	
Q4 - 2023	White sugar	GR	MU	100	€ 92,000	
Q4 - 2023	White sugar	GR	MZ	1,488	€ 1,257,360	€ 845
Q4 - 2023	White sugar	IE	MU	3	€ 5,957	
Q4 - 2023	White sugar	IT	DZ	3,630	€ 3,266,281	€ 906
Q4 - 2023	White sugar	IT	EG	2,705	€ 2,263,446	€ 847
Q4 - 2023	White sugar	IT	MA	1,100	€ 674,397	€ 593
Q4 - 2023	White sugar	IT	MU	6,027	€ 5,456,170	€ 902
Q4 - 2023	White sugar	IT	MZ	1,216	€ 1,078,208	€ 850
Q4 - 2023	White sugar	IT	SZ	2,817	€ 2,646,116	€ 926
Q4 - 2023	White sugar	LV	MZ	24	€ 27,545	
Q4 - 2023	White sugar	MT	MU	248	€ 252,959	
Q4 - 2023	White sugar	NL	MU	0	€ 205	
Q4 - 2023	White sugar	NL	MZ	1,332	€ 1,290,851	€ 965
Q4 - 2023	White sugar	NL	SZ	43	€ 26,637	
Q4 - 2023	White sugar	NL	ZA	94	€ 155,762	
Q4 - 2023	White sugar	PL	MU	381	€ 346,586	
Q4 - 2024	Beet molasses	BE	EG	0	€ 86	
Q4 - 2024	Beet molasses	CY	EG	59	€ 17,925	
Q4 - 2024	Beet molasses	ES	EG	16,993	€ 2,426,990	
Q4 - 2024	Beet molasses	IT	EG	5,203	€ 821,915	
Q4 - 2024	Beet molasses	IT	ZA	0	€ 4,027	
Q4 - 2024	Cane molasses	BE	EG	1	€ 1,715	
Q4 - 2024	Cane molasses	FR	DZ	738	€ 87,094	
Q4 - 2024	Cane molasses	FR	EG	5	€ 10,079	
Q4 - 2024	Cane molasses	GB	DZ	2,500	€ 634,762	€ 254
Q4 - 2024	Cane molasses	GB	MA	4,747	€ 1,182,677	€ 249
Q4 - 2024	Cane molasses	GB	MZ	15,963	€ 4,223,220	€ 262
Q4 - 2024	Cane molasses	GR	EG	16	€ 44,653	
Q4 - 2024	Cane molasses	IT	EG	19	€ 22,280	
Q4 - 2024	Cane molasses	PT	EG	11	€ 17,552	
Q4 - 2024	Cane molasses	PT	MZ	2,992	€ 708,770	€ 237
Q4 - 2024	Caramel	FR	DZ	19	€ 9,474	
Q4 - 2024	Caramel	NL	SZ	6	€ 13,560	
Q4 - 2024	DC raws (centrifugal)	AT	MU	360	€ 331,156	€ 931
Q4 - 2024	DC raws (centrifugal)	BE	MU	510	€ 452,436	
Q4 - 2024	DC raws (centrifugal)	BE	MW	525	€ 355,950	€ 678
Q4 - 2024	DC raws (centrifugal)	BE	SZ	1,699	€ 1,201,483	€ 709
Q4 - 2024	DC raws (centrifugal)	BG	MU	217	€ 203,916	
Q4 - 2024	DC raws (centrifugal)	BG	SZ	24	€ 19,475	
Q4 - 2024	DC raws (centrifugal)	CY	MU	1	€ 2,632	
Q4 - 2024	DC raws (centrifugal)	CZ	MU	210	€ 186,945	€ 828
Q4 - 2024	DC raws (centrifugal)	CZ	MW	21	€ 17,888	
Q4 - 2024	DC raws (centrifugal)	CZ	SZ	468	€ 352,019	€ 759
Q4 - 2024	DC raws (centrifugal)	DE	MU	377	€ 386,257	
Q4 - 2024	DC raws (centrifugal)	DE	SZ	1,505	€ 1,082,939	€ 720
Q4 - 2024	DC raws (centrifugal)	EE	MU	8	€ 13,866	
Q4 - 2024	DC raws (centrifugal)	ES	MU	888	€ 755,091	€ 858
Q4 - 2024	DC raws (centrifugal)	ES	SZ	46	€ 34,953	
Q4 - 2024	DC raws (centrifugal)	FI	MU	220	€ 216,438	€ 984
Q4 - 2024	DC raws (centrifugal)	FR	MG	15	€ 34,302	
Q4 - 2024	DC raws (centrifugal)	FR	MU	2,898	€ 2,224,320	€ 759
Q4 - 2024	DC raws (centrifugal)	GB	MU	3,358	€ 3,112,192	€ 805
Q4 - 2024	DC raws (centrifugal)	GB	MZ	50	€ 48,456	
Q4 - 2024	DC raws (centrifugal)	GB	SZ	323	€ 207,740	
Q4 - 2024	DC raws (centrifugal)	GB	ZA	237	€ 203,596	€ 861
Q4 - 2024	DC raws (centrifugal)	GR	MU	858	€ 719,193	€ 840
Q4 - 2024	DC raws (centrifugal)	GR	MW	147	€ 114,660	
Q4 - 2024	DC raws (centrifugal)	HR	MU	133	€ 131,124	
Q4 - 2024	DC raws (centrifugal)	HR	SZ	153	€ 123,854	
Q4 - 2024	DC raws (centrifugal)	IE	MU	8	€ 17,178	
Q4 - 2024	DC raws (centrifugal)	IE	SZ	24	€ 16,211	
Q4 - 2024	DC raws (centrifugal)	IT	MU	2,657	€ 2,231,279	€ 842
Q4 - 2024	DC raws (centrifugal)	IT	MW	80	€ 80,000	
Q4 - 2024	DC raws (centrifugal)	IT	SZ	3,052	€ 2,267,347	€ 739
Q4 - 2024	DC raws (centrifugal)	LT	MU	723	€ 646,860	€ 903
Q4 - 2024	DC raws (centrifugal)	MT	MU	9	€ 17,321	
Q4 - 2024	DC raws (centrifugal)	NL	MU	24	€ 35,666	
Q4 - 2024	DC raws (centrifugal)	NL	MZ	340	€ 334,968	€ 993
Q4 - 2024	DC raws (centrifugal)	NL	SZ	306	€ 201,568	
Q4 - 2024	DC raws (centrifugal)	PL	MU	1,021	€ 890,657	€ 870
Q4 - 2024	DC raws (centrifugal)	PL	MW	1,010	€ 788,702	€ 778
Q4 - 2024	DC raws (centrifugal)	PL	SZ	24	€ 18,750	
Q4 - 2024	DC raws (centrifugal)	PT	MU	587	€ 500,288	€ 826
Q4 - 2024	DC raws (centrifugal)	RO	MU	4	€ 8,401	
Q4 - 2024	DC raws (centrifugal)	SE	MU	512	€ 519,420	€ 987
Q4 - 2024	DC raws (centrifugal)	SI	MU	115	€ 163,790	
Q4 - 2024	DC raws (centrifugal)	SK	MU	25	€ 23,542	
Q4 - 2024	DC raws (non-centrifugal)	FR	MU	0	€ 121	
Q4 - 2024	DC raws (non-centrifugal)	IE	MU	21	€ 42,980	
Q4 - 2024	Glucose	BE	EG	98	€ 141,795	
Q4 - 2024	Glucose	FR	DZ	88	€ 48,915	
Q4 - 2024	Glucose	RO	EG	80	€ 35,490	
Q4 - 2024	Invert sugars	AT	EG	0	€ 240	
Q4 - 2024	Invert sugars	FR	DZ	1	€ 480	
Q4 - 2024	Invert sugars	FR	TN	0	€ 1,316	
Q4 - 2024	Invert sugars	GB	DZ	3	€ 504	
Q4 - 2024	Invert sugars	HR	TN	2	€ 6,938	
Q4 - 2024	Invert sugars	IE	SZ	20	€ 37,315	
Q4 - 2024	Maltodextrine	ES	EG	50	€ 33,571	
Q4 - 2024	White sugar	AT	MU	25	€ 22,650	
Q4 - 2024	White sugar	BE	MA	59	€ 82,743	
Q4 - 2024	White sugar	BE	MU	720	€ 464,498	€ 645
Q4 - 2024	White sugar	BE	MZ	50	€ 54,736	
Q4 - 2024	White sugar	BG	MU	25	€ 23,363	
Q4 - 2024	White sugar	BG	MZ	25	€ 27,721	
Q4 - 2024	White sugar	CY	EG	552	€ 319,245	€ 587
Q4 - 2024	White sugar	CY	MU	78	€ 70,107	
Q4 - 2024	White sugar	DE	MU	108	€ 95,168	
Q4 - 2024	White sugar	DE	MZ	50	€ 52,416	
Q4 - 2024	White sugar	DK	SZ	22	€ 19,672	
Q4 - 2024	White sugar	EE	MU	13	€ 20,783	
Q4 - 2024	White sugar	ES	EG	745	€ 427,052	€ 573
Q4 - 2024	White sugar	ES	MA	5,500	€ 3,610,518	€ 656
Q4 - 2024	White sugar	ES	MU	2,404	€ 1,363,382	€ 565
Q4 - 2024	White sugar	FR	DZ	29	€ 13,788	
Q4 - 2024	White sugar	FR	MA	293	€ 241,601	€ 558
Q4 - 2024	White sugar	FR	MU	3,491	€ 2,223,964	€ 650
Q4 - 2024	White sugar	FR	MZ	50	€ 48,864	
Q4 - 2024	White sugar	FR	TZ	0	€ 488	
Q4 - 2024	White sugar	GB	MU	1,757	€ 1,509,318	€ 862
Q4 - 2024	White sugar	GB	MZ	50	€ 48,563	
Q4 - 2024	White sugar	GR	MU	0	€ 774	
Q4 - 2024	White sugar	HR	MU	3	€ 5,991	
Q4 - 2024	White sugar	HU	MU	0	€ 1,170	
Q4 - 2024	White sugar	IE	MU	28	€ 25,592	
Q4 - 2024	White sugar	IT	EG	688	€ 438,330	€ 633
Q4 - 2024	White sugar	IT	MU	1,712	€ 1,361,857	€ 753
Q4 - 2024	White sugar	IT	MZ	580	€ 593,581	€ 1,023
Q4 - 2024	White sugar	IT	SZ	108	€ 89,903	
Q4 - 2024	White sugar	MT	MU	291	€ 268,706	€ 907
Q4 - 2024	White sugar	NL	MU	7	€ 13,110	
Q4 - 2024	White sugar	NL	MZ	380	€ 372,623	€ 978
Q4 - 2024	White sugar	NL	ZA	19	€ 20,217	
Q4 - 2024	White sugar	PT	MU	0	€ 792	
Q4 - 2024	White sugar	SE	ZA	0	€ 3,186	
Q4 - 2024	White sugar	SI	MU	5	€ 7,692	
Q4 - 2025	Beet molasses	CY	EG	23	€ 6,687	
Q4 - 2025	Beet molasses	ES	EG	16,425	€ 2,945,925	
Q4 - 2025	Beet molasses	GB	EG	3	€ 4,630	
Q4 - 2025	Beet molasses	IT	EG	13,763	€ 2,418,985	
Q4 - 2025	Cane molasses	FR	DZ	453	€ 43,556	
Q4 - 2025	Cane molasses	FR	EG	9	€ 12,726	
Q4 - 2025	Cane molasses	GB	DZ	2,850	€ 631,559	€ 222
Q4 - 2025	Cane molasses	GB	ZA	206	€ 31,403	€ 152
Q4 - 2025	Cane molasses	GR	EG	21	€ 51,342	
Q4 - 2025	Cane molasses	IT	EG	17	€ 19,528	
Q4 - 2025	Cane molasses	IT	MA	1,000	€ 244,270	€ 244
Q4 - 2025	Cane molasses	NL	SZ	0	€ 10	
Q4 - 2025	Cane molasses	PT	EG	11	€ 16,857	
Q4 - 2025	Caramel	FR	DZ	0	€ 180	
Q4 - 2025	Caramel	NL	EG	0	€ 1,457	
Q4 - 2025	DC raws (centrifugal)	AT	MU	240	€ 196,524	
Q4 - 2025	DC raws (centrifugal)	AT	SZ	430	€ 318,532	€ 741
Q4 - 2025	DC raws (centrifugal)	BE	MU	3,710	€ 2,762,270	€ 745
Q4 - 2025	DC raws (centrifugal)	BE	SZ	646	€ 435,990	€ 685
Q4 - 2025	DC raws (centrifugal)	BG	MU	363	€ 294,426	
Q4 - 2025	DC raws (centrifugal)	BG	SZ	46	€ 33,580	
Q4 - 2025	DC raws (centrifugal)	CY	MU	10	€ 21,582	
Q4 - 2025	DC raws (centrifugal)	CZ	MU	1,196	€ 947,728	€ 780
Q4 - 2025	DC raws (centrifugal)	CZ	MZ	96	€ 58,220	
Q4 - 2025	DC raws (centrifugal)	DE	MU	242	€ 202,591	
Q4 - 2025	DC raws (centrifugal)	DE	SZ	702	€ 595,466	€ 769
Q4 - 2025	DC raws (centrifugal)	ES	MU	1,529	€ 1,241,989	€ 814
Q4 - 2025	DC raws (centrifugal)	ES	SZ	120	€ 92,677	
Q4 - 2025	DC raws (centrifugal)	FR	CM	1	€ 1,796	
Q4 - 2025	DC raws (centrifugal)	FR	MU	1,932	€ 1,516,120	€ 818
Q4 - 2025	DC raws (centrifugal)	FR	SZ	346	€ 262,533	€ 794
Q4 - 2025	DC raws (centrifugal)	GB	MU	3,858	€ 3,225,393	€ 772
Q4 - 2025	DC raws (centrifugal)	GB	SZ	344	€ 202,985	
Q4 - 2025	DC raws (centrifugal)	GB	ZA	172	€ 101,491	
Q4 - 2025	DC raws (centrifugal)	GR	MU	614	€ 462,970	€ 756
Q4 - 2025	DC raws (centrifugal)	GR	SZ	215	€ 141,814	
Q4 - 2025	DC raws (centrifugal)	HR	MU	44	€ 33,440	
Q4 - 2025	DC raws (centrifugal)	HR	SZ	89	€ 69,030	
Q4 - 2025	DC raws (centrifugal)	HU	MU	2	€ 3,008	
Q4 - 2025	DC raws (centrifugal)	HU	SZ	22	€ 15,029	
Q4 - 2025	DC raws (centrifugal)	IE	MU	39	€ 63,225	
Q4 - 2025	DC raws (centrifugal)	IT	EG	4	€ 1,400	
Q4 - 2025	DC raws (centrifugal)	IT	MU	1,605	€ 1,332,612	€ 795
Q4 - 2025	DC raws (centrifugal)	IT	MW	40	€ 36,000	
Q4 - 2025	DC raws (centrifugal)	IT	SZ	1,502	€ 1,021,698	€ 682
Q4 - 2025	DC raws (centrifugal)	LT	MU	773	€ 613,483	€ 776
Q4 - 2025	DC raws (centrifugal)	LV	MU	22	€ 17,520	
Q4 - 2025	DC raws (centrifugal)	MT	MU	7	€ 12,845	
Q4 - 2025	DC raws (centrifugal)	NL	MU	441	€ 308,965	€ 700
Q4 - 2025	DC raws (centrifugal)	NL	SZ	2,291	€ 1,533,203	€ 668
Q4 - 2025	DC raws (centrifugal)	PL	MU	942	€ 747,455	€ 776
Q4 - 2025	DC raws (centrifugal)	PL	SZ	108	€ 73,960	
Q4 - 2025	DC raws (centrifugal)	PT	MU	63	€ 50,274	
Q4 - 2025	DC raws (centrifugal)	RO	SZ	216	€ 164,552	
Q4 - 2025	DC raws (centrifugal)	SE	MU	585	€ 536,375	€ 832
Q4 - 2025	DC raws (centrifugal)	SI	MU	56	€ 68,974	
Q4 - 2025	DC raws (non-centrifugal)	BE	MU	10	€ 12,118	
Q4 - 2025	DC raws (non-centrifugal)	FR	MU	44	€ 52,117	
Q4 - 2025	DC raws (non-centrifugal)	IE	MU	22	€ 45,920	
Q4 - 2025	DC raws (non-centrifugal)	IE	MW	0	€ 363	
Q4 - 2025	DC raws (non-centrifugal)	NL	MU	0	€ 531	
Q4 - 2025	Glucose	BE	MA	3	€ 3,264	
Q4 - 2025	Glucose	FR	DZ	46	€ 43,904	
Q4 - 2025	Invert sugars	FR	DZ	12	€ 9,974	
Q4 - 2025	Invert sugars	FR	TN	9	€ 3,988	
Q4 - 2025	Invert sugars	GB	ZA	0	€ 6,980	
Q4 - 2025	Invert sugars	HR	TN	1	€ 4,692	
Q4 - 2025	Maltodextrine	ES	EG	25	€ 14,385	
Q4 - 2025	Maltodextrine	GR	EG	25	€ 13,925	
Q4 - 2025	Maple sugar	FR	DZ	9	€ 19,869	
Q4 - 2025	Raw sugar for refining	ES	ZA	36,300	€ 12,821,523	€ 353
Q4 - 2025	Raw sugar for refining	GB	ZA	32,800	€ 12,483,106	€ 381
Q4 - 2025	White sugar	AT	EG	0	€ 371	
Q4 - 2025	White sugar	BE	DZ	1	€ 100	
Q4 - 2025	White sugar	BE	MA	57	€ 67,962	
Q4 - 2025	White sugar	BE	MU	1,050	€ 561,170	€ 558
Q4 - 2025	White sugar	BG	MU	25	€ 20,625	
Q4 - 2025	White sugar	CY	CM	0	€ 493	
Q4 - 2025	White sugar	CY	MA	880	€ 500,760	€ 536
Q4 - 2025	White sugar	CY	MU	50	€ 41,218	
Q4 - 2025	White sugar	DE	MU	26	€ 22,982	
Q4 - 2025	White sugar	DE	MZ	40	€ 42,400	
Q4 - 2025	White sugar	ES	DZ	2,004	€ 1,008,786	€ 500
Q4 - 2025	White sugar	ES	EG	3,041	€ 1,553,446	€ 497
Q4 - 2025	White sugar	ES	MA	6,502	€ 2,919,570	€ 447
Q4 - 2025	White sugar	ES	MU	4,742	€ 2,841,790	€ 601
Q4 - 2025	White sugar	FR	DZ	520	€ 227,863	€ 414
Q4 - 2025	White sugar	FR	MA	555	€ 372,073	€ 501
Q4 - 2025	White sugar	FR	MU	4,239	€ 2,703,911	€ 640
Q4 - 2025	White sugar	FR	TZ	0	€ 893	
Q4 - 2025	White sugar	GB	MA	60	€ 31,349	
Q4 - 2025	White sugar	GB	MU	2,470	€ 1,852,653	€ 718
Q4 - 2025	White sugar	GR	MU	1,272	€ 701,520	€ 544
